Inventory_ID,ID (SKU),Size,Color,Qty_on_hand,Qty_reserved,Qty_available,Qty_incoming,Reorder_point,Reorder_qty,Stock_status,Warehouse_location,Cost_price(INR),Supplier_ID,Last_restocked_at,Updated_at
APL-BTM-M-012-XL-GRE,APL-BTM-M-012,XL,Grey Melange,5,0,5,20,5,20,low_stock,DEL-FC1-B09-R4,668,SUP-003,2026-06-24,2026-06-28
APL-BTM-M-012-XXL-GRE,APL-BTM-M-012,XXL,Grey Melange,0,0,0,0,5,20,out_of_stock,DEL-FC1-D12-R1,668,SUP-003,2026-06-12,2026-06-15
APL-BTM-M-013-XS-KHA,APL-BTM-M-013,XS,Khaki,1,0,1,0,6,24,low_stock,DEL-FC1-B05-R1,576,SUP-004,2026-05-26,2026-07-18
APL-BTM-M-013-S-KHA,APL-BTM-M-013,S,Khaki,46,3,43,0,12,48,in_stock,DEL-FC1-A01-R3,576,SUP-004,2026-05-17,2026-07-09
APL-BTM-M-013-M-KHA,APL-BTM-M-013,M,Khaki,56,3,53,0,19,78,in_stock,DEL-FC1-B10-R1,576,SUP-004,2026-04-26,2026-05-26
APL-BTM-M-013-L-KHA,APL-BTM-M-013,L,Khaki,67,1,66,0,18,72,in_stock,DEL-FC1-E18-R1,576,SUP-004,2026-07-09,2026-07-17
APL-BTM-M-013-XL-KHA,APL-BTM-M-013,XL,Khaki,50,0,50,0,12,48,in_stock,DEL-FC1-E14-R2,576,SUP-004,2026-07-14,2026-07-14
APL-BTM-M-013-XXL-KHA,APL-BTM-M-013,XXL,Khaki,30,2,28,0,7,30,in_stock,DEL-FC1-E18-R1,576,SUP-004,2026-06-08,2026-07-08
APL-BTM-M-013-XS-STO,APL-BTM-M-013,XS,Stone Grey,15,1,14,0,6,24,in_stock,DEL-FC1-A12-R2,576,SUP-004,2026-07-13,2026-07-18
APL-BTM-M-013-S-STO,APL-BTM-M-013,S,Stone Grey,32,0,32,0,12,48,in_stock,DEL-FC1-C06-R4,576,SUP-004,2026-06-20,2026-07-10
APL-BTM-M-013-M-STO,APL-BTM-M-013,M,Stone Grey,58,8,50,78,19,78,in_stock,DEL-FC1-B02-R2,576,SUP-004,2026-04-25,2026-06-04
APL-BTM-M-013-L-STO,APL-BTM-M-013,L,Stone Grey,96,7,89,0,18,72,in_stock,DEL-FC1-F07-R3,576,SUP-004,2026-06-04,2026-06-07
APL-BTM-M-013-XL-STO,APL-BTM-M-013,XL,Stone Grey,6,0,6,48,12,48,low_stock,DEL-FC1-D13-R3,576,SUP-004,2026-05-13,2026-07-15
APL-BTM-M-013-XXL-STO,APL-BTM-M-013,XXL,Stone Grey,34,1,33,0,7,30,in_stock,DEL-FC1-D03-R4,576,SUP-004,2026-07-06,2026-07-08
APL-BTM-M-014-XS-CHA,APL-BTM-M-014,XS,Charcoal,20,2,18,0,6,24,in_stock,BLR-FC1-D12-R4,869,SUP-002,2026-04-25,2026-06-09
APL-BTM-M-014-S-CHA,APL-BTM-M-014,S,Charcoal,52,6,46,0,12,48,in_stock,BLR-FC1-F13-R3,869,SUP-002,2026-06-24,2026-07-17
APL-BTM-M-014-M-CHA,APL-BTM-M-014,M,Charcoal,15,0,15,78,19,78,low_stock,BLR-FC1-F12-R3,869,SUP-002,2026-06-08,2026-07-14
APL-BTM-M-014-L-CHA,APL-BTM-M-014,L,Charcoal,45,2,43,0,18,72,in_stock,BLR-FC1-A19-R2,869,SUP-002,2026-06-26,2026-07-07
APL-BTM-M-014-XL-CHA,APL-BTM-M-014,XL,Charcoal,44,0,44,0,12,48,in_stock,BLR-FC1-D17-R4,869,SUP-002,2026-06-30,2026-07-03
APL-BTM-M-014-XXL-CHA,APL-BTM-M-014,XXL,Charcoal,24,3,21,0,7,30,in_stock,BLR-FC1-D07-R1,869,SUP-002,2026-05-07,2026-05-16
APL-BTM-M-014-XS-BLA,APL-BTM-M-014,XS,Black,23,0,23,0,6,24,in_stock,BLR-FC1-C12-R1,869,SUP-002,2026-06-29,2026-07-16
APL-BTM-M-014-S-BLA,APL-BTM-M-014,S,Black,12,1,11,0,12,48,low_stock,BLR-FC1-C17-R2,869,SUP-002,2026-05-05,2026-05-30
APL-BTM-M-014-M-BLA,APL-BTM-M-014,M,Black,96,5,91,0,19,78,in_stock,BLR-FC1-D18-R2,869,SUP-002,2026-07-07,2026-07-08
APL-BTM-M-014-L-BLA,APL-BTM-M-014,L,Black,46,3,43,0,18,72,in_stock,BLR-FC1-D19-R1,869,SUP-002,2026-05-06,2026-06-15
APL-BTM-M-014-XL-BLA,APL-BTM-M-014,XL,Black,53,2,51,0,12,48,in_stock,BLR-FC1-E19-R2,869,SUP-002,2026-05-06,2026-06-30
APL-BTM-M-014-XXL-BLA,APL-BTM-M-014,XXL,Black,30,2,28,0,7,30,in_stock,BLR-FC1-B11-R2,869,SUP-002,2026-06-03,2026-07-06
APL-BTM-M-015-XS-BLA,APL-BTM-M-015,XS,Black,7,0,7,0,5,20,in_stock,DEL-FC1-A17-R2,523,SUP-003,2026-07-04,2026-07-13
APL-BTM-M-015-S-BLA,APL-BTM-M-015,S,Black,14,1,13,0,5,20,in_stock,DEL-FC1-E02-R1,523,SUP-003,2026-04-30,2026-05-05
APL-BTM-M-015-M-BLA,APL-BTM-M-015,M,Black,44,1,43,0,8,32,in_stock,DEL-FC1-E01-R4,523,SUP-003,2026-07-09,2026-07-17
APL-BTM-M-015-L-BLA,APL-BTM-M-015,L,Black,24,2,22,0,7,30,in_stock,DEL-FC1-C15-R1,523,SUP-003,2026-04-27,2026-05-17
APL-BTM-M-015-XL-BLA,APL-BTM-M-015,XL,Black,19,1,18,0,5,20,in_stock,DEL-FC1-F11-R3,523,SUP-003,2026-06-10,2026-06-18
APL-BTM-M-015-XXL-BLA,APL-BTM-M-015,XXL,Black,1,0,1,20,5,20,low_stock,DEL-FC1-B05-R1,523,SUP-003,2026-04-26,2026-06-02
APL-BTM-M-015-XS-NAV,APL-BTM-M-015,XS,Navy,13,1,12,0,5,20,in_stock,DEL-FC1-C19-R3,523,SUP-003,2026-05-14,2026-06-03
APL-BTM-M-015-S-NAV,APL-BTM-M-015,S,Navy,19,0,19,20,5,20,in_stock,DEL-FC1-D17-R4,523,SUP-003,2026-05-20,2026-06-02
APL-BTM-M-015-M-NAV,APL-BTM-M-015,M,Navy,0,0,0,32,8,32,out_of_stock,DEL-FC1-E16-R3,523,SUP-003,2026-06-27,2026-06-27
APL-BTM-M-015-L-NAV,APL-BTM-M-015,L,Navy,38,4,34,0,7,30,in_stock,DEL-FC1-C02-R4,523,SUP-003,2026-04-26,2026-07-07
APL-BTM-M-015-XL-NAV,APL-BTM-M-015,XL,Navy,20,1,19,0,5,20,in_stock,DEL-FC1-E09-R5,523,SUP-003,2026-07-07,2026-07-08
APL-BTM-M-015-XXL-NAV,APL-BTM-M-015,XXL,Navy,0,0,0,20,5,20,out_of_stock,DEL-FC1-C18-R3,523,SUP-003,2026-05-08,2026-06-02
APL-BTM-M-016-XS-MID,APL-BTM-M-016,XS,Mid-Blue,15,1,14,0,6,24,in_stock,BLR-FC1-E17-R2,1030,SUP-006,2026-05-31,2026-07-09
APL-BTM-M-016-S-MID,APL-BTM-M-016,S,Mid-Blue,41,5,36,0,12,48,in_stock,BLR-FC1-E17-R5,1030,SUP-006,2026-06-21,2026-07-13
APL-BTM-M-016-M-MID,APL-BTM-M-016,M,Mid-Blue,11,1,10,0,19,78,low_stock,BLR-FC1-E10-R1,1030,SUP-006,2026-07-05,2026-07-12
APL-BTM-M-016-L-MID,APL-BTM-M-016,L,Mid-Blue,58,5,53,0,18,72,in_stock,BLR-FC1-A19-R4,1030,SUP-006,2026-05-11,2026-07-17
APL-BTM-M-016-XL-MID,APL-BTM-M-016,XL,Mid-Blue,52,1,51,0,12,48,in_stock,BLR-FC1-A19-R1,1030,SUP-006,2026-05-14,2026-05-16
APL-BTM-M-016-XXL-MID,APL-BTM-M-016,XXL,Mid-Blue,28,0,28,0,7,30,in_stock,BLR-FC1-E16-R1,1030,SUP-006,2026-05-07,2026-07-12
APL-BTM-M-017-XS-WHI,APL-BTM-M-017,XS,White,23,1,22,0,6,24,in_stock,MUM-FC1-E12-R3,435,SUP-005,2026-07-07,2026-07-14
APL-BTM-M-017-S-WHI,APL-BTM-M-017,S,White,36,1,35,0,12,48,in_stock,MUM-FC1-C10-R2,435,SUP-005,2026-06-21,2026-07-01
APL-BTM-M-017-M-WHI,APL-BTM-M-017,M,White,76,8,68,0,19,78,in_stock,MUM-FC1-E18-R4,435,SUP-005,2026-06-09,2026-07-01
APL-BTM-M-017-L-WHI,APL-BTM-M-017,L,White,98,4,94,0,18,72,in_stock,MUM-FC1-C15-R3,435,SUP-005,2026-06-20,2026-06-26
APL-BTM-M-017-XL-WHI,APL-BTM-M-017,XL,White,36,3,33,0,12,48,in_stock,MUM-FC1-E19-R2,435,SUP-005,2026-05-21,2026-05-24
APL-BTM-M-017-XXL-WHI,APL-BTM-M-017,XXL,White,34,0,34,0,7,30,in_stock,MUM-FC1-F16-R1,435,SUP-005,2026-05-07,2026-05-07
APL-BTM-M-017-XS-SAG,APL-BTM-M-017,XS,Sage,6,0,6,0,6,24,low_stock,MUM-FC1-D07-R3,435,SUP-005,2026-05-31,2026-06-18
APL-BTM-M-017-S-SAG,APL-BTM-M-017,S,Sage,10,0,10,0,12,48,low_stock,MUM-FC1-A06-R4,435,SUP-005,2026-05-12,2026-05-16
APL-BTM-M-017-M-SAG,APL-BTM-M-017,M,Sage,109,15,94,0,19,78,in_stock,MUM-FC1-C02-R1,435,SUP-005,2026-05-28,2026-07-03
APL-BTM-M-017-L-SAG,APL-BTM-M-017,L,Sage,77,5,72,0,18,72,in_stock,MUM-FC1-E16-R2,435,SUP-005,2026-06-23,2026-07-07
APL-BTM-M-017-XL-SAG,APL-BTM-M-017,XL,Sage,39,4,35,0,12,48,in_stock,MUM-FC1-F06-R1,435,SUP-005,2026-06-02,2026-06-20
APL-BTM-M-017-XXL-SAG,APL-BTM-M-017,XXL,Sage,31,3,28,0,7,30,in_stock,MUM-FC1-D17-R3,435,SUP-005,2026-05-01,2026-06-21
APL-TOP-F-018-XS-LAV,APL-TOP-F-018,XS,Lavender,4,0,4,0,6,24,low_stock,BLR-FC1-C10-R5,246,SUP-007,2026-07-02,2026-07-02
APL-TOP-F-018-S-LAV,APL-TOP-F-018,S,Lavender,38,3,35,0,12,48,in_stock,BLR-FC1-B13-R5,246,SUP-007,2026-05-29,2026-07-12
APL-TOP-F-018-M-LAV,APL-TOP-F-018,M,Lavender,54,4,50,0,19,78,in_stock,BLR-FC1-B16-R2,246,SUP-007,2026-06-17,2026-07-10
APL-TOP-F-018-L-LAV,APL-TOP-F-018,L,Lavender,67,5,62,0,18,72,in_stock,BLR-FC1-B08-R5,246,SUP-007,2026-04-30,2026-07-06
APL-TOP-F-018-XL-LAV,APL-TOP-F-018,XL,Lavender,10,0,10,0,12,48,low_stock,BLR-FC1-E07-R5,246,SUP-007,2026-06-27,2026-07-01
APL-TOP-F-018-XXL-LAV,APL-TOP-F-018,XXL,Lavender,21,2,19,0,7,30,in_stock,BLR-FC1-D03-R5,246,SUP-007,2026-06-16,2026-06-19
APL-TOP-F-018-XS-BLA,APL-TOP-F-018,XS,Black,23,0,23,0,6,24,in_stock,BLR-FC1-C01-R4,246,SUP-007,2026-05-22,2026-07-13
APL-TOP-F-018-S-BLA,APL-TOP-F-018,S,Black,7,0,7,48,12,48,low_stock,BLR-FC1-A03-R4,246,SUP-007,2026-04-24,2026-05-30
APL-TOP-F-018-M-BLA,APL-TOP-F-018,M,Black,72,10,62,0,19,78,in_stock,BLR-FC1-D12-R4,246,SUP-007,2026-06-16,2026-07-10
APL-TOP-F-018-L-BLA,APL-TOP-F-018,L,Black,64,5,59,0,18,72,in_stock,BLR-FC1-C04-R2,246,SUP-007,2026-06-27,2026-07-09
APL-TOP-F-018-XL-BLA,APL-TOP-F-018,XL,Black,49,0,49,48,12,48,in_stock,BLR-FC1-C15-R5,246,SUP-007,2026-06-13,2026-07-17
APL-TOP-F-018-XXL-BLA,APL-TOP-F-018,XXL,Black,27,0,27,0,7,30,in_stock,BLR-FC1-F04-R1,246,SUP-007,2026-07-13,2026-07-16
APL-TOP-F-019-XS-FLO,APL-TOP-F-019,XS,Floral Coral,0,0,0,24,6,24,out_of_stock,BLR-FC1-D20-R1,1078,SUP-008,2026-05-21,2026-07-07
APL-TOP-F-019-S-FLO,APL-TOP-F-019,S,Floral Coral,30,3,27,0,12,48,in_stock,BLR-FC1-B17-R3,1078,SUP-008,2026-05-19,2026-07-10
APL-TOP-F-019-M-FLO,APL-TOP-F-019,M,Floral Coral,103,11,92,0,19,78,in_stock,BLR-FC1-B10-R2,1078,SUP-008,2026-07-13,2026-07-17
APL-TOP-F-019-L-FLO,APL-TOP-F-019,L,Floral Coral,6,0,6,72,18,72,low_stock,BLR-FC1-D02-R3,1078,SUP-008,2026-07-11,2026-07-17
APL-TOP-F-019-XL-FLO,APL-TOP-F-019,XL,Floral Coral,58,1,57,0,12,48,in_stock,BLR-FC1-E16-R2,1078,SUP-008,2026-05-18,2026-06-06
APL-TOP-F-019-XXL-FLO,APL-TOP-F-019,XXL,Floral Coral,38,0,38,0,7,30,in_stock,BLR-FC1-D18-R5,1078,SUP-008,2026-05-07,2026-06-25
APL-TOP-F-019-XS-FLH,APL-TOP-F-019,XS,Floral Teal,4,0,4,24,6,24,low_stock,BLR-FC1-F07-R1,1078,SUP-008,2026-05-24,2026-06-17
APL-TOP-F-019-S-FLH,APL-TOP-F-019,S,Floral Teal,54,1,53,0,12,48,in_stock,BLR-FC1-F18-R2,1078,SUP-008,2026-06-20,2026-06-26
APL-TOP-F-019-M-FLH,APL-TOP-F-019,M,Floral Teal,101,0,101,0,19,78,in_stock,BLR-FC1-F04-R4,1078,SUP-008,2026-05-21,2026-07-04
APL-TOP-F-019-L-FLH,APL-TOP-F-019,L,Floral Teal,78,6,72,0,18,72,in_stock,BLR-FC1-D15-R5,1078,SUP-008,2026-07-12,2026-07-14
APL-TOP-F-019-XL-FLH,APL-TOP-F-019,XL,Floral Teal,40,2,38,0,12,48,in_stock,BLR-FC1-F16-R3,1078,SUP-008,2026-05-16,2026-07-02
APL-TOP-F-019-XXL-FLH,APL-TOP-F-019,XXL,Floral Teal,0,0,0,0,7,30,out_of_stock,BLR-FC1-F05-R1,1078,SUP-008,2026-05-23,2026-06-27
APL-TOP-F-020-XS-WHI,APL-TOP-F-020,XS,White,8,0,8,0,5,20,in_stock,DEL-FC1-E11-R3,382,SUP-001,2026-06-21,2026-07-14
APL-TOP-F-020-S-WHI,APL-TOP-F-020,S,White,22,2,20,0,5,20,in_stock,DEL-FC1-F18-R4,382,SUP-001,2026-05-13,2026-05-20
APL-TOP-F-020-M-WHI,APL-TOP-F-020,M,White,1,0,1,32,8,32,low_stock,DEL-FC1-F08-R1,382,SUP-001,2026-05-09,2026-05-10
APL-TOP-F-020-L-WHI,APL-TOP-F-020,L,White,6,0,6,0,7,30,low_stock,DEL-FC1-D16-R1,382,SUP-001,2026-04-20,2026-06-27
APL-TOP-F-020-XL-WHI,APL-TOP-F-020,XL,White,0,0,0,20,5,20,out_of_stock,DEL-FC1-C18-R3,382,SUP-001,2026-04-22,2026-06-25
APL-TOP-F-020-XXL-WHI,APL-TOP-F-020,XXL,White,15,2,13,0,5,20,in_stock,DEL-FC1-A17-R2,382,SUP-001,2026-05-20,2026-06-01
APL-TOP-F-020-XS-SAG,APL-TOP-F-020,XS,Sage,10,1,9,0,5,20,in_stock,DEL-FC1-D15-R5,382,SUP-001,2026-05-21,2026-07-04
APL-TOP-F-020-S-SAG,APL-TOP-F-020,S,Sage,15,1,14,0,5,20,in_stock,DEL-FC1-A03-R4,382,SUP-001,2026-06-07,2026-07-01
APL-TOP-F-020-M-SAG,APL-TOP-F-020,M,Sage,0,0,0,32,8,32,out_of_stock,DEL-FC1-B03-R4,382,SUP-001,2026-06-14,2026-07-05
APL-TOP-F-020-L-SAG,APL-TOP-F-020,L,Sage,5,0,5,30,7,30,low_stock,DEL-FC1-F19-R4,382,SUP-001,2026-05-24,2026-05-26
APL-TOP-F-020-XL-SAG,APL-TOP-F-020,XL,Sage,26,2,24,0,5,20,in_stock,DEL-FC1-B11-R1,382,SUP-001,2026-05-16,2026-06-03
APL-TOP-F-020-XXL-SAG,APL-TOP-F-020,XXL,Sage,15,0,15,0,5,20,in_stock,DEL-FC1-B19-R4,382,SUP-001,2026-07-15,2026-07-17
APL-TOP-F-021-XS-TEA,APL-TOP-F-021,XS,Teal,28,0,28,0,6,24,in_stock,MUM-FC1-A11-R5,1163,SUP-005,2026-07-07,2026-07-16
APL-TOP-F-021-S-TEA,APL-TOP-F-021,S,Teal,5,0,5,48,12,48,low_stock,MUM-FC1-B12-R5,1163,SUP-005,2026-06-07,2026-07-04
APL-TOP-F-021-M-TEA,APL-TOP-F-021,M,Teal,58,6,52,0,19,78,in_stock,MUM-FC1-B03-R1,1163,SUP-005,2026-05-24,2026-06-02
APL-TOP-F-021-L-TEA,APL-TOP-F-021,L,Teal,13,0,13,72,18,72,low_stock,MUM-FC1-A10-R4,1163,SUP-005,2026-06-05,2026-06-22
APL-TOP-F-021-XL-TEA,APL-TOP-F-021,XL,Teal,32,2,30,0,12,48,in_stock,MUM-FC1-A01-R1,1163,SUP-005,2026-06-04,2026-07-09
APL-TOP-F-021-XXL-TEA,APL-TOP-F-021,XXL,Teal,20,1,19,0,7,30,in_stock,MUM-FC1-D03-R5,1163,SUP-005,2026-05-21,2026-06-26
APL-TOP-F-021-XS-COR,APL-TOP-F-021,XS,Coral,24,0,24,0,6,24,in_stock,MUM-FC1-B03-R2,1163,SUP-005,2026-06-14,2026-07-01
APL-TOP-F-021-S-COR,APL-TOP-F-021,S,Coral,5,0,5,0,12,48,low_stock,MUM-FC1-D20-R5,1163,SUP-005,2026-05-15,2026-07-12
APL-TOP-F-021-M-COR,APL-TOP-F-021,M,Coral,53,2,51,0,19,78,in_stock,MUM-FC1-C15-R3,1163,SUP-005,2026-06-14,2026-06-22
APL-TOP-F-021-L-COR,APL-TOP-F-021,L,Coral,60,4,56,0,18,72,in_stock,MUM-FC1-D11-R3,1163,SUP-005,2026-07-10,2026-07-17
APL-TOP-F-021-XL-COR,APL-TOP-F-021,XL,Coral,65,2,63,0,12,48,in_stock,MUM-FC1-C04-R5,1163,SUP-005,2026-05-15,2026-06-07
APL-TOP-F-021-XXL-COR,APL-TOP-F-021,XXL,Coral,34,2,32,0,7,30,in_stock,MUM-FC1-D10-R1,1163,SUP-005,2026-06-11,2026-07-12
APL-TOP-F-022-XS-WHI,APL-TOP-F-022,XS,White,54,0,54,0,12,48,in_stock,DEL-FC1-D19-R4,647,SUP-007,2026-06-27,2026-07-13
APL-TOP-F-022-S-WHI,APL-TOP-F-022,S,White,128,0,128,0,24,96,in_stock,DEL-FC1-F18-R5,647,SUP-007,2026-07-10,2026-07-11
APL-TOP-F-022-M-WHI,APL-TOP-F-022,M,White,107,2,105,0,39,156,in_stock,DEL-FC1-E13-R3,647,SUP-007,2026-06-14,2026-06-20
APL-TOP-F-022-L-WHI,APL-TOP-F-022,L,White,87,6,81,0,36,144,in_stock,DEL-FC1-E08-R4,647,SUP-007,2026-06-06,2026-07-01
APL-TOP-F-022-XL-WHI,APL-TOP-F-022,XL,White,93,2,91,0,24,96,in_stock,DEL-FC1-D04-R3,647,SUP-007,2026-06-12,2026-06-17
APL-TOP-F-022-XXL-WHI,APL-TOP-F-022,XXL,White,5,0,5,0,15,60,low_stock,DEL-FC1-E16-R3,647,SUP-007,2026-06-19,2026-06-22
APL-TOP-F-022-XS-POW,APL-TOP-F-022,XS,Powder Blue,45,2,43,0,12,48,in_stock,DEL-FC1-A01-R3,647,SUP-007,2026-07-11,2026-07-12
APL-TOP-F-022-S-POW,APL-TOP-F-022,S,Powder Blue,109,3,106,0,24,96,in_stock,DEL-FC1-B11-R5,647,SUP-007,2026-06-13,2026-07-12
APL-TOP-F-022-M-POW,APL-TOP-F-022,M,Powder Blue,122,11,111,0,39,156,in_stock,DEL-FC1-A20-R2,647,SUP-007,2026-06-16,2026-07-13
APL-TOP-F-022-L-POW,APL-TOP-F-022,L,Powder Blue,131,14,117,0,36,144,in_stock,DEL-FC1-A19-R1,647,SUP-007,2026-06-27,2026-07-02
APL-TOP-F-022-XL-POW,APL-TOP-F-022,XL,Powder Blue,22,2,20,96,24,96,low_stock,DEL-FC1-F11-R5,647,SUP-007,2026-06-08,2026-07-17
APL-TOP-F-022-XXL-POW,APL-TOP-F-022,XXL,Powder Blue,54,3,51,0,15,60,in_stock,DEL-FC1-F10-R5,647,SUP-007,2026-07-04,2026-07-05
APL-TOP-F-023-XS-EME,APL-TOP-F-023,XS,Emerald,20,1,19,0,6,24,in_stock,BLR-FC1-B19-R4,996,SUP-008,2026-06-13,2026-06-24
APL-TOP-F-023-S-EME,APL-TOP-F-023,S,Emerald,47,6,41,0,12,48,in_stock,BLR-FC1-B16-R3,996,SUP-008,2026-05-07,2026-05-30
APL-TOP-F-023-M-EME,APL-TOP-F-023,M,Emerald,12,1,11,78,19,78,low_stock,BLR-FC1-B13-R5,996,SUP-008,2026-06-23,2026-07-13
APL-TOP-F-023-L-EME,APL-TOP-F-023,L,Emerald,71,8,63,0,18,72,in_stock,BLR-FC1-A19-R1,996,SUP-008,2026-05-18,2026-06-05
APL-TOP-F-023-XL-EME,APL-TOP-F-023,XL,Emerald,30,3,27,0,12,48,in_stock,BLR-FC1-D18-R5,996,SUP-008,2026-05-04,2026-07-16
APL-TOP-F-023-XXL-EME,APL-TOP-F-023,XXL,Emerald,20,1,19,0,7,30,in_stock,BLR-FC1-A15-R5,996,SUP-008,2026-05-17,2026-06-13
APL-TOP-F-023-XS-CHA,APL-TOP-F-023,XS,Champagne,16,0,16,0,6,24,in_stock,BLR-FC1-D09-R3,996,SUP-008,2026-05-01,2026-06-26
APL-TOP-F-023-S-CHA,APL-TOP-F-023,S,Champagne,62,1,61,0,12,48,in_stock,BLR-FC1-F12-R5,996,SUP-008,2026-07-09,2026-07-15
APL-TOP-F-023-M-CHA,APL-TOP-F-023,M,Champagne,57,1,56,0,19,78,in_stock,BLR-FC1-C18-R3,996,SUP-008,2026-07-05,2026-07-13
APL-TOP-F-023-L-CHA,APL-TOP-F-023,L,Champagne,52,4,48,0,18,72,in_stock,BLR-FC1-E04-R2,996,SUP-008,2026-06-11,2026-06-14
APL-TOP-F-023-XL-CHA,APL-TOP-F-023,XL,Champagne,3,0,3,0,12,48,low_stock,BLR-FC1-B13-R4,996,SUP-008,2026-05-08,2026-06-11
APL-TOP-F-023-XXL-CHA,APL-TOP-F-023,XXL,Champagne,7,0,7,30,7,30,low_stock,BLR-FC1-E09-R3,996,SUP-008,2026-06-17,2026-07-18
APL-TOP-F-024-XS-LIL,APL-TOP-F-024,XS,Lilac,16,1,15,0,6,24,in_stock,MUM-FC1-E13-R2,570,SUP-001,2026-06-13,2026-06-26
APL-TOP-F-024-S-LIL,APL-TOP-F-024,S,Lilac,47,3,44,0,12,48,in_stock,MUM-FC1-D11-R1,570,SUP-001,2026-04-25,2026-05-07
APL-TOP-F-024-M-LIL,APL-TOP-F-024,M,Lilac,6,0,6,78,19,78,low_stock,MUM-FC1-D07-R2,570,SUP-001,2026-07-12,2026-07-14
APL-TOP-F-024-L-LIL,APL-TOP-F-024,L,Lilac,52,5,47,0,18,72,in_stock,MUM-FC1-C06-R1,570,SUP-001,2026-06-09,2026-06-28
APL-TOP-F-024-XL-LIL,APL-TOP-F-024,XL,Lilac,56,0,56,0,12,48,in_stock,MUM-FC1-B16-R1,570,SUP-001,2026-05-06,2026-06-03
APL-TOP-F-024-XXL-LIL,APL-TOP-F-024,XXL,Lilac,3,0,3,0,7,30,low_stock,MUM-FC1-D05-R4,570,SUP-001,2026-04-29,2026-05-28
APL-TOP-F-024-XS-GRE,APL-TOP-F-024,XS,Grey,3,0,3,24,6,24,low_stock,MUM-FC1-D05-R2,570,SUP-001,2026-04-28,2026-07-04
APL-TOP-F-024-S-GRE,APL-TOP-F-024,S,Grey,50,2,48,0,12,48,in_stock,MUM-FC1-F05-R4,570,SUP-001,2026-07-07,2026-07-17
APL-TOP-F-024-M-GRE,APL-TOP-F-024,M,Grey,74,1,73,0,19,78,in_stock,MUM-FC1-F13-R3,570,SUP-001,2026-06-13,2026-07-03
APL-TOP-F-024-L-GRE,APL-TOP-F-024,L,Grey,88,3,85,0,18,72,in_stock,MUM-FC1-F20-R3,570,SUP-001,2026-04-23,2026-07-16
APL-TOP-F-024-XL-GRE,APL-TOP-F-024,XL,Grey,62,1,61,0,12,48,in_stock,MUM-FC1-F02-R2,570,SUP-001,2026-06-22,2026-07-04
APL-TOP-F-024-XXL-GRE,APL-TOP-F-024,XXL,Grey,20,1,19,0,7,30,in_stock,MUM-FC1-C11-R2,570,SUP-001,2026-06-08,2026-07-14
APL-TOP-F-025-XS-OAT,APL-TOP-F-025,XS,Oatmeal,29,0,29,0,6,24,in_stock,BLR-FC1-C07-R1,945,SUP-007,2026-04-27,2026-06-16
APL-TOP-F-025-S-OAT,APL-TOP-F-025,S,Oatmeal,48,2,46,0,12,48,in_stock,BLR-FC1-A18-R5,945,SUP-007,2026-07-07,2026-07-09
APL-TOP-F-025-M-OAT,APL-TOP-F-025,M,Oatmeal,64,1,63,0,19,78,in_stock,BLR-FC1-E11-R4,945,SUP-007,2026-07-04,2026-07-14
APL-TOP-F-025-L-OAT,APL-TOP-F-025,L,Oatmeal,87,4,83,0,18,72,in_stock,BLR-FC1-B02-R2,945,SUP-007,2026-05-01,2026-06-25
APL-TOP-F-025-XL-OAT,APL-TOP-F-025,XL,Oatmeal,11,1,10,0,12,48,low_stock,BLR-FC1-A01-R2,945,SUP-007,2026-04-21,2026-05-11
APL-TOP-F-025-XXL-OAT,APL-TOP-F-025,XXL,Oatmeal,29,3,26,0,7,30,in_stock,BLR-FC1-C05-R3,945,SUP-007,2026-05-05,2026-05-08
APL-TOP-F-025-XS-CHA,APL-TOP-F-025,XS,Charcoal,20,0,20,0,6,24,in_stock,BLR-FC1-F03-R4,945,SUP-007,2026-06-17,2026-07-10
APL-TOP-F-025-S-CHA,APL-TOP-F-025,S,Charcoal,30,0,30,0,12,48,in_stock,BLR-FC1-E04-R2,945,SUP-007,2026-06-24,2026-06-24
APL-TOP-F-025-M-CHA,APL-TOP-F-025,M,Charcoal,49,3,46,0,19,78,in_stock,BLR-FC1-B06-R1,945,SUP-007,2026-06-29,2026-07-12
APL-TOP-F-025-L-CHA,APL-TOP-F-025,L,Charcoal,56,2,54,0,18,72,in_stock,BLR-FC1-E12-R1,945,SUP-007,2026-06-23,2026-07-14
APL-TOP-F-025-XL-CHA,APL-TOP-F-025,XL,Charcoal,63,9,54,0,12,48,in_stock,BLR-FC1-A15-R3,945,SUP-007,2026-05-29,2026-06-18
APL-TOP-F-025-XXL-CHA,APL-TOP-F-025,XXL,Charcoal,20,0,20,0,7,30,in_stock,BLR-FC1-F20-R2,945,SUP-007,2026-06-18,2026-06-29
APL-TOP-F-026-XS-PLU,APL-TOP-F-026,XS,Plum,28,0,28,0,6,24,in_stock,BLR-FC1-A08-R5,463,SUP-003,2026-06-03,2026-07-13
APL-TOP-F-026-S-PLU,APL-TOP-F-026,S,Plum,61,0,61,0,12,48,in_stock,BLR-FC1-F10-R1,463,SUP-003,2026-05-16,2026-06-15
APL-TOP-F-026-M-PLU,APL-TOP-F-026,M,Plum,72,1,71,0,19,78,in_stock,BLR-FC1-A08-R5,463,SUP-003,2026-06-11,2026-07-04
